target_x,target_y,source_x,source_y
268939.007999999972526,4488328.782300000078976,268938.736600000003818,4488329.513100000098348
268605.994999999995343,4488481.396399999968708,268605.729600000020582,4488482.103400000371039
268896.810300000011921,4488448.042799999937415,268896.483100000012200,4488448.912499999627471
268603.021599999978207,4488319.661799999885261,268602.952899999974761,4488319.842899999581277
268854.786800000001676,4488658.912899999879301,268854.484799999976531,4488659.704400000162423
268578.179400000022724,4488242.066399999894202,268578.044799999974202,4488242.417700000107288
268504.977799999993294,4488224.274199999868870,268504.807499999995343,4488224.717199999839067
268897.089900000020862,4488315.995799999684095,268896.674400000018068,4488317.075299999676645
269054.991299999994226,4488251.121799999848008,269054.643900000024587,4488252.022300000302494
268628.001400000008289,4488470.867700000293553,268627.894199999980628,4488471.145200000144541
268634.355299999995623,4488360.734699999913573,268634.150699999998324,4488361.263500000350177
268518.733499999972992,4488230.464100000448525,268518.616800000017975,4488230.764299999922514
268559.161800000001676,4488293.295599999837577,268559.051800000015646,4488293.577899999916553
268596.435100000002421,4488487.893199999816716,268596.185300000011921,4488488.532599999569356
269012.513700000010431,4488225.098500000312924,269012.245700000028592,4488225.782399999909103
268842.542799999995623,4488582.241299999877810,268842.136200000008103,4488583.268600000068545
268928.133900000015274,4488417.473399999551475,268927.962300000013784,4488417.902999999932945
268968.030399999988731,4488329.178500000387430,268967.730500000005122,4488329.925300000235438
268863.161800000001676,4488664.213299999944866,268862.801900000020396,4488665.107599999755621
268906.716899999999441,4488439.461900000460446,268906.262800000025891,4488440.587500000372529
269033.827800000028219,4488249.434500000439584,269033.489599999971688,4488250.271499999798834
268861.526599999982864,4488592.883999999612570,268861.275399999984074,4488593.495900000445545
269030.303899999998976,4488283.178399999625981,269029.878599999996368,4488284.209699999541044
268797.028899999975692,4488282.840400000102818,268796.663100000005215,4488283.714900000020862
268539.323700000008103,4488219.405600000172853,268539.138399999996182,4488219.847900000400841
268874.836100000014994,4488623.358400000259280,268874.580900000000838,4488623.966699999757111
268908.039800000027753,4488392.595499999821186,268907.701799999980722,4488393.398299999535084
268713.191600000020117,4488250.254200000315905,268713.028300000005402,4488250.640999999828637
268869.253499999991618,4488414.405799999833107,268868.962100000004284,4488415.091400000266731
268883.753399999986868,4488485.404600000008941,268883.505500000028405,4488485.987300000153482
268974.713400000007823,4488346.100899999961257,268974.412499999976717,4488346.797600000165403
268749.298699999984819,4488359.601400000043213,268748.907599999976810,4488360.506500000134110
268689.687600000004750,4488587.831799999810755,268689.409099999989849,4488588.472099999897182
269011.574299999978393,4488286.387400000356138,269011.218500000017229,4488287.196299999952316
268510.259499999985565,4488258.033099999651313,268510.088600000017323,4488258.418700000271201
268879.960199999972247,4488639.408999999985099,268879.610099999990780,4488640.193099999800324
268869.089199999987613,4488329.364599999971688,268868.641000000003260,4488330.360899999737740
268907.228699999977835,4488378.624400000087917,268906.846599999989849,4488379.470300000160933
268962.541000000026543,4488322.900600000284612,268962.166199999977835,4488323.723000000230968
268764.197099999990314,4488309.981399999931455,268763.821899999980815,4488310.796199999749660
268619.928300000028685,4488646.100700000301003,268619.874599999981001,4488646.217199999839067
268933.010599999979604,4488340.374599999748170,268932.591100000019651,4488341.284799999557436
268808.039999999979045,4488359.660099999979138,268807.719099999987520,4488360.355000000447035
268734.491600000008475,4488368.462100000120699,268734.297499999986030,4488368.879200000315905
268672.887500000011642,4488369.562300000339746,268672.787200000020675,4488369.776100000366569
268698.473799999977928,4488317.605700000189245,268698.183299999975134,4488318.209900000132620
268783.009799999999814,4488297.587799999862909,268782.764599999994971,4488298.096599999815226
268901.219199999992270,4488445.500900000333786,268900.799300000013318,4488446.372000000439584
268812.446699999971315,4488359.771999999880791,268812.044600000022911,4488360.605899999849498
268965.642899999977089,4488290.349600000306964,268965.308900000003632,4488291.041799999773502
268965.122299999988172,4488377.965900000184774,268964.761500000022352,4488378.712500000372529
268669.493200000026263,4488642.626799999736249,268669.010999999998603,4488643.623399999924004
268844.590599999995902,4488381.414800000376999,268844.141999999992549,4488382.340699999593198
268909.278500000014901,4488321.368200000375509,268908.902699999976903,4488322.141599999740720
268877.313900000008289,4488407.375300000421703,268876.942099999985658,4488408.139899999834597
268701.557199999981094,4488302.253999999724329,268701.342799999983981,4488302.692800000309944
268862.323600000003353,4488387.185100000351667,268861.989400000020396,4488387.867200000211596
268958.997900000016671,4488384.458700000308454,268958.592599999974482,4488385.283200000412762
268659.728899999987334,4488389.106499999761581,268659.399499999999534,4488389.774600000120699
268954.639699999999721,4488329.984199999831617,268954.357200000027660,4488330.554800000041723
268856.519700000004377,4488566.737499999813735,268856.001199999998789,4488567.782999999821186
268911.880799999984447,4488367.811999999918044,268911.506700000027195,4488368.565700000151992
269029.209800000011455,4488245.666600000113249,269028.769399999990128,4488246.548999999649823
268934.382800000021234,4488416.466599999926984,268934.111700000008568,4488417.007500000298023
268980.536599999992177,4488339.527200000360608,268980.059699999983422,4488340.469299999997020
269038.651300000026822,4488276.068099999800324,269038.258499999996275,4488276.838499999605119
269044.723100000002887,4488269.255900000222027,269044.343500000017229,4488269.994099999777973
268893.252800000016578,4488513.240199999883771,268893.034099999989849,4488513.663499999791384
268636.934599999978673,4488391.416199999861419,268636.809499999973923,4488391.653599999845028
268963.855299999995623,4488280.340900000184774,268963.607599999988452,4488280.806699999608099
269016.548599999980070,4488301.457600000314415,269015.991600000008475,4488302.500000000000000
268774.584399999992456,4488535.443099999800324,268774.290500000002794,4488535.991000000387430
268671.524399999994785,4488284.825000000186265,268671.352200000023004,4488285.145999999716878
268912.544700000027660,4488444.048499999567866,268911.838899999973364,4488445.355000000447035
268847.503599999996368,4488385.983099999837577,268847.181900000025053,4488386.577999999746680
268652.762999999977183,4488343.786500000394881,268652.459299999987707,4488344.348000000230968
268668.334099999978207,4488333.398799999617040,268668.075300000025891,4488333.871600000187755
268704.363899999996647,4488266.617800000123680,268704.141000000003260,4488267.023199999704957
268960.071200000005774,4488336.025000000372529,268959.746099999989383,4488336.615399999544024
269020.594199999992270,4488218.471699999645352,269020.096699999994598,4488219.361200000159442
268849.073399999993853,4488415.683000000193715,268848.614100000006147,4488416.500599999912083
268787.261200000008103,4488283.330799999646842,268786.908799999975599,4488283.956000000238419
269040.315699999977369,4488241.277400000020862,269039.606299999984913,4488242.535799999721348
268929.831799999985378,4488402.065399999730289,268929.343099999998230,4488402.927799999713898
268889.745100000000093,4488688.865199999883771,268889.357799999997951,4488689.546099999919534
269010.006400000012945,4488316.428600000217557,269009.458800000022165,4488317.385900000110269
269023.915800000017043,4488278.879399999976158,269023.472899999993388,4488279.652499999850988
268498.935600000026170,4488215.573300000280142,268498.671199999982491,4488216.029000000096858
268953.321500000020023,4488361.405500000342727,268953.002900000021327,4488361.952200000174344
268756.907100000011269,4488579.473899999633431,268756.561300000001211,4488580.066700000315905
268906.405299999983981,4488375.171500000171363,268905.991500000003725,4488375.880199999548495
268928.626899999973830,4488316.982900000177324,268928.251999999978580,4488317.625000000000000
268816.210699999995995,4488419.949599999934435,268815.635999999998603,4488420.928799999877810
268812.894700000004377,4488336.184100000187755,268812.520799999998417,4488336.819299999624491
268772.496400000003632,4488585.766599999740720,268772.193900000012945,4488586.280500000342727
268558.292799999995623,4488282.820199999958277,268557.854600000020582,4488283.564000000245869
268895.119400000025053,4488525.503299999982119,268894.879499999980908,4488525.910500000230968
268897.378599999996368,4488403.032399999909103,268897.019700000004377,4488403.637199999764562
268795.961399999971036,4488479.625300000421703,268795.553799999994226,4488480.310800000093877
268519.009199999971315,4488226.906100000254810,268518.820999999996275,4488227.222699999809265
268849.084499999997206,4488649.420599999837577,268848.732200000027660,4488650.009899999946356
268849.369499999971595,4488396.666400000452995,268849.099400000006426,4488397.113800000399351
268794.896000000007916,4488357.228299999609590,268794.551500000001397,4488357.794800000265241
268594.403099999995902,4488324.449799999594688,268594.261200000008103,4488324.683000000193715
268784.992299999983516,4488375.687199999578297,268784.520000000018626,4488376.461799999698997
268840.984799999976531,4488566.094800000078976,268840.528799999970943,4488566.838800000026822
268857.398099999991246,4488359.246899999678135,268857.083999999973457,4488359.759100000374019
268845.825200000021141,4488418.640999999828637,268845.190799999982119,4488419.669999999925494
268787.548499999975320,4488294.047100000083447,268787.218099999998230,4488294.578499999828637
268885.719900000025518,4488637.204199999570847,268885.069200000027195,4488638.246199999935925
268682.345499999995809,4488383.479299999773502,268682.264699999999721,4488383.607900000177324
268719.830599999986589,4488626.713800000026822,268719.487699999997858,4488627.253899999894202
268887.627800000016578,4488575.069299999624491,268887.106599999999162,4488575.888399999588728
268647.403500000014901,4488443.271499999798834,268647.113699999987148,4488443.726800000295043
268692.605500000005122,4488303.662999999709427,268692.021799999987707,4488304.575699999928474
268814.158300000010058,4488421.605800000019372,268813.419500000018161,4488422.753299999982119
268614.482799999997951,4488318.866999999620020,268614.218300000007730,4488319.269500000402331
268810.896300000022165,4488413.346800000406802,268810.408899999980349,4488414.085099999792874
268843.675800000026356,4488558.931200000457466,268842.994100000010803,4488559.962899999693036
268783.880100000009406,4488437.899500000290573,268782.997700000007171,4488439.229000000283122
268893.458299999998417,4488521.329900000244379,268893.080200000025798,4488521.898799999617040
268919.882500000006985,4488466.638299999758601,268919.417100000020582,4488467.337399999611080
269022.809200000017881,4488305.223199999891222,269022.208700000017416,4488306.114900000393391
268797.414199999999255,4488293.472000000067055,268796.960699999995995,4488294.142300000414252
268872.807199999981094,4488551.806499999947846,268872.329700000002049,4488552.512299999594688
268858.809999999997672,4488381.168800000101328,268858.216599999985192,4488382.045400000177324
268501.990999999979977,4488224.065200000070035,268501.537000000011176,4488224.729799999855459
268723.043799999984913,4488426.701500000432134,268722.525199999974575,4488427.460199999623001
268850.572400000004563,4488348.808400000445545,268849.994999999995343,4488349.652700000442564
268896.186899999971502,4488420.123300000093877,268895.968600000021979,4488420.441399999894202
268823.712100000004284,4488573.878299999982119,268823.216799999994691,4488574.599100000225008
268850.436700000020210,4488583.821800000034273,268849.868699999991804,4488584.646999999880791
268902.171499999996740,4488452.597699999809265,268901.636899999983143,4488453.374200000427663
268895.528799999970943,4488661.311499999836087,268894.933399999979883,4488662.175699999555945
268840.865600000019185,4488591.008799999952316,268840.358300000021700,4488591.744099999777973
268852.466599999985192,4488634.832600000314415,268851.922199999971781,4488635.621500000357628
268657.913100000005215,4488609.608000000007451,268657.820300000021234,4488609.741899999789894
268699.246099999989383,4488279.410699999891222,268698.996500000008382,4488279.768000000156462
268898.048799999989569,4488379.845599999651313,268897.810699999972712,4488380.185899999924004
268509.964500000001863,4488450.755499999970198,268509.563599999994040,4488451.327600000426173
269019.147500000020955,4488233.099600000306964,269018.553899999998976,4488233.944400000385940
268770.840099999972153,4488402.491000000387430,268770.332400000013877,4488403.212600000202656
268808.082400000013877,4488356.849600000306964,268807.653700000024401,4488357.455900000408292
268861.663799999980256,4488534.459900000132620,268861.036000000021886,4488535.343999999575317
268902.214800000016112,4488414.181699999608099,268901.795099999988452,4488414.769199999980628
268833.707200000004377,4488594.200799999758601,268833.121999999973923,4488595.019000000320375
268876.554400000022724,4488544.217100000008941,268875.825799999991432,4488545.235600000247359
268859.063599999994040,4488340.337399999611080,268858.765300000028219,4488340.754200000315905
268602.179799999983516,4488322.671199999749660,268601.571300000010524,4488323.515700000338256
268818.602799999993294,4488408.904199999757111,268818.021899999992456,4488409.708200000226498
268704.599800000025425,4488616.504700000397861,268704.440799999982119,4488616.723899999633431
268763.532899999991059,4488498.840200000442564,268762.595900000014808,4488500.128100000321865
268831.252500000002328,4488603.971300000324845,268830.784999999974389,4488604.613499999977648
268758.381200000003446,4488559.995000000111759,268757.931400000001304,4488560.605000000447035
268645.303399999975227,4488529.920800000429153,268644.900900000007823,4488530.465099999681115
268913.394599999999627,4488472.914499999955297,268912.881799999973737,4488473.601499999873340
268499.025599999993574,4488468.727500000037253,268498.631400000012945,4488469.254200000315905
268824.873699999996461,4488562.531299999915063,268824.210900000005495,4488563.411100000143051
268837.506300000008196,4488556.805800000205636,268836.725800000014715,4488557.841599999926984
268959.860999999975320,4488355.572900000028312,268959.349099999992177,4488356.248200000263751
268903.193299999984447,4488374.912899999879301,268902.599899999971967,4488375.695299999788404
268884.271599999978207,4488659.763299999758601,268883.589099999982864,4488660.662800000049174
268914.202700000023469,4488450.123499999754131,268913.908899999980349,4488450.509200000204146
268755.753900000010617,4488405.613199999555945,268755.466399999975692,4488405.990699999965727
268866.420199999993201,4488593.325500000268221,268865.782400000025518,4488594.162399999797344
268855.364400000020396,4488341.588499999605119,268855.019399999990128,4488342.038300000131130
268891.790700000012293,4488644.467400000430644,268891.103500000026543,4488645.360799999907613
268917.038100000005215,4488476.614500000141561,268916.723899999982677,4488477.020800000056624
268918.765699999989010,4488454.752700000070035,268918.156699999992270,4488455.537499999627471
268637.046800000010990,4488463.889499999582767,268636.735300000000279,4488464.288800000213087
268517.900299999979325,4488564.972400000318885,268517.455599999986589,4488565.540400000289083
268738.762400000006892,4488413.880699999630451,268738.388500000000931,4488414.356399999931455
268596.418899999989662,4488609.092500000260770,268596.172399999981280,4488609.406000000424683
268970.128099999972619,4488382.576100000180304,268969.685799999977462,4488383.137400000356138
268826.414999999979045,4488443.119300000369549,268825.722200000018347,4488443.991700000129640
268865.469400000001770,4488410.722000000067055,268865.120400000014342,4488411.160400000400841
268958.572099999990314,4488367.023699999786913,268958.078900000022259,4488367.643099999986589
268887.848200000007637,4488654.096199999563396,268887.199399999983143,4488654.906600000336766
268831.183200000028592,4488653.528699999675155,268830.773300000000745,4488654.038900000043213
269027.083500000007916,4488226.463200000114739,269026.428899999998976,4488227.273400000296533
268665.574599999992643,4488431.202100000344217,268665.070200000016484,4488431.825000000186265
268892.688399999984540,4488346.040599999949336,268892.316500000015367,4488346.497800000011921
268568.615600000019185,4488417.648400000296533,268568.320999999996275,4488418.008399999700487
268865.299300000013318,4488429.951100000180304,268864.784500000008848,4488430.579499999992549
268827.073900000017602,4488641.122100000269711,268826.526699999987613,4488641.787800000049174
268902.362499999988358,4488658.027499999850988,268901.495500000019092,4488659.081199999898672
268827.368100000021514,4488563.898799999617040,268826.617499999993015,4488564.809799999929965
268661.488799999991897,4488366.393699999898672,268661.144900000013877,4488366.810700000263751
268867.399800000013784,4488563.300800000317395,268866.908999999985099,4488563.894500000402331
268730.899800000013784,4488579.106399999931455,268730.664199999999255,4488579.389200000092387
268686.174100000003818,4488261.833599999547005,268685.841499999980442,4488262.230100000277162
268709.926700000010896,4488540.532200000248849,268709.322600000014063,4488541.252000000327826
268880.415800000017043,4488572.958800000138581,268879.825599999981932,4488573.660799999721348
268823.267300000006799,4488414.859500000253320,268822.391899999987800,4488415.899799999780953
268737.132600000011735,4488420.375099999830127,268736.738100000016857,4488420.843500000424683
268755.536800000001676,4488514.147800000384450,268755.098500000021886,4488514.667700000107288
268869.489999999990687,4488510.459699999541044,268869.081100000010338,4488510.943099999800324
268522.653400000010151,4488440.417100000195205,268522.221100000024308,4488440.927899999544024
268856.153600000019651,4488376.103500000201166,268855.596100000024308,4488376.759800000116229
268815.680200000002515,4488409.910099999979138,268814.925400000007357,4488410.796500000171363
268958.563699999998789,4488315.940600000321865,268958.049999999988358,4488316.540799999609590
268565.784700000018347,4488392.354799999855459,268565.623900000005960,4488392.542700000107288
268892.770399999979418,4488496.031499999575317,268892.243900000001304,4488496.644199999980628
268776.829000000027008,4488298.543100000359118,268776.496199999994133,4488298.929999999701977
268861.504699999990407,4488478.503299999982119,268860.951599999971222,4488479.145499999634922
268834.462300000013784,4488567.789499999955297,268833.677199999976438,4488568.700100000016391
268789.076899999985471,4488571.844499999657273,268788.425600000016857,4488572.593100000172853
268904.392400000011548,4488510.506400000303984,268903.907300000020768,4488511.062800000421703
268686.921800000010990,4488273.322499999776483,268686.669700000027660,4488273.608900000341237
268835.232000000018161,4488564.136099999770522,268834.585199999972247,4488564.868300000205636
268982.311500000010710,4488369.847199999727309,268981.532599999976810,4488370.728600000031292
268773.809200000017881,4488579.708399999886751,268773.230099999986123,4488580.363199999555945
268814.450100000016391,4488324.616899999789894,268813.974600000015926,4488325.150999999605119
268662.635999999998603,4488446.409199999645352,268662.084299999987707,4488447.028800000436604
268843.540700000012293,4488596.819099999964237,268842.990200000000186,4488597.435999999754131
268573.123800000001211,4488313.508299999870360,268572.860300000000279,4488313.803000000305474
268685.818399999989197,4488636.504999999888241,268685.594800000020768,4488636.754999999888241
268790.028500000014901,4488373.753600000403821,268789.293799999984913,4488374.575000000186265
268762.912599999981467,4488323.615699999965727,268762.485099999990780,4488324.093000000342727
268833.847200000018347,4488540.283200000412762,268832.985999999975320,4488541.243999999947846
268907.312700000009499,4488341.795199999585748,268906.661000000021886,4488342.521399999968708
268863.720499999995809,4488371.945399999618530,268863.007500000006985,4488372.739000000059605
268841.255899999989197,4488397.411399999633431,268840.897899999981746,4488397.809899999760091
268762.424699999974109,4488502.329099999740720,268761.455100000021048,4488503.406999999657273
268832.455200000025798,4488496.312900000251830,268831.914999999979045,4488496.911399999633431
268657.229999999981374,4488583.525600000284612,268656.815000000002328,4488583.984100000001490
268881.103999999992084,4488537.608900000341237,268880.467999999993481,4488538.310100000351667
268501.836899999994785,4488477.224499999545515,268501.461399999971036,4488477.637900000438094
268511.073399999993853,4488234.083200000226498,268510.870400000014342,4488234.306400000117719
268740.920800000021700,4488439.419499999843538,268740.479799999971874,4488439.903099999763072
268764.909999999974389,4488464.759899999946356,268764.095700000005309,4488465.649799999780953
268814.063199999975041,4488608.784599999897182,268813.328900000022259,4488609.586900000460446
268794.543500000028871,4488563.493300000205636,268793.972599999979138,4488564.112999999895692
268862.397799999976996,4488638.914800000376999,268861.878900000010617,4488639.476400000043213
268668.750600000028498,4488515.212199999950826,268668.325699999986682,4488515.671799999661744
268874.557499999995343,4488532.861899999901652,268874.126999999978580,4488533.325500000268221
268875.236700000008568,4488401.842000000178814,268874.630200000014156,4488402.494599999859929
268818.550400000007357,4488559.127399999648333,268817.870200000004843,4488559.857599999755621
268734.057600000000093,4488526.438699999824166,268733.952500000013970,4488526.551199999637902
268707.530399999988731,4488261.843000000342727,268707.255300000018906,4488262.137500000186265
268841.451000000000931,4488544.792500000447035,268840.420700000016950,4488545.895299999974668
268856.322999999974854,4488359.891599999740720,268855.873299999977462,4488360.372100000269711
268635.284800000023097,4488423.097199999727309,268634.996099999989383,4488423.405199999921024
268852.267899999977089,4488438.539400000125170,268851.553499999979977,4488439.298000000417233
268944.505100000009406,4488284.222799999639392,268943.891599999973550,4488284.873399999924004
268869.022100000001956,4488381.643799999728799,268868.254299999971408,4488382.457200000062585
268536.993599999987055,4488214.203099999576807,268536.603000000002794,4488214.616299999877810
268774.483000000007451,4488493.386599999852479,268773.770799999998417,4488494.136199999600649
268748.445499999972526,4488474.246000000275671,268747.709700000006706,4488475.019600000232458
268684.915299999993294,4488338.722500000149012,268684.499699999985751,4488339.157999999821186
268572.964500000001863,4488327.305399999953806,268572.600500000000466,4488327.686700000427663
268738.715599999995902,4488419.907499999739230,268738.320400000025984,4488420.319000000134110
268874.370300000009593,4488566.587500000372529,268873.856900000013411,4488567.120600000023842
268839.240200000000186,4488336.064500000327826,268838.429799999983516,4488336.903800000436604
268823.219900000025518,4488448.439799999818206,268822.517300000006799,4488449.165599999949336
268842.436099999991711,4488349.508299999870360,268841.864300000015646,4488350.098100000061095
268861.329000000027008,4488443.960400000214577,268860.857299999974202,4488444.446800000034273
268963.942199999990407,4488389.190399999730289,268963.588500000012573,4488389.553799999877810
268835.461300000024494,4488371.588800000026822,268835.142899999977089,4488371.916000000201166
268793.211499999975786,4488660.835900000296533,268792.485500000009779,4488661.578499999828637
268751.603999999992084,4488646.714599999599159,268750.778600000019651,4488647.558199999853969
268819.207099999999627,4488501.909199999645352,268818.511999999987893,4488502.619400000199676
268893.860199999995530,4488483.188799999654293,268893.698399999993853,4488483.353199999779463
268720.272699999972247,4488534.930999999865890,268720.013800000015181,4488535.192900000140071
268702.788899999985006,4488666.660699999891222,268702.242399999988265,4488667.212399999611080
268828.796800000010990,4488549.109400000423193,268828.077600000018720,4488549.835300000384450
268898.447299999999814,4488490.582499999552965,268897.921299999987241,4488491.110600000247359
268883.620100000000093,4488648.086600000038743,268883.069599999987986,4488648.637500000186265
268514.778700000024401,4488443.460599999874830,268514.352699999988545,4488443.885099999606609
268843.852200000023004,4488649.582700000144541,268843.146899999992456,4488650.283099999651313
268821.007999999972526,4488430.753999999724329,268819.959600000001956,4488431.794700000435114
268800.401799999992363,4488399.495600000023842,268799.695799999986775,4488400.189000000245869
268510.675600000016857,4488194.600399999879301,268510.537300000025425,4488194.735999999567866
268564.308900000003632,4488402.523199999704957,268564.111399999994319,4488402.715599999763072
268933.048899999994319,4488423.261400000192225,268932.475600000005215,4488423.818400000222027
268738.401499999978114,4488425.223799999803305,268737.907599999976810,4488425.700299999676645
268836.838300000003073,4488449.795800000429153,268836.103899999987334,4488450.503999999724329
268871.804000000003725,4488554.752899999730289,268870.979400000011083,4488555.546699999831617
268877.511699999973644,4488663.791299999691546,268876.745100000000093,4488664.529000000096858
268844.809899999992922,4488665.901800000108778,268844.199499999987893,4488666.488499999977648
268680.167399999976624,4488545.904400000348687,268679.750200000009499,4488546.304899999871850
268809.892999999981839,4488620.815299999900162,268809.303399999975227,4488621.379700000397861
268896.302099999971688,4488502.101200000382960,268895.833199999993667,4488502.549499999731779
268871.225199999986216,4488490.817900000140071,268870.685999999986961,4488491.330099999904633
268675.267999999981839,4488503.390200000256300,268674.719299999997020,4488503.911199999973178
268607.645799999998417,4488569.658599999733269,268607.279099999985192,4488570.006699999794364
268799.236600000003818,4488534.338200000114739,268798.188100000028498,4488535.332600000314415
268862.702300000004470,4488609.222000000067055,268862.052000000025146,4488609.838000000454485
268505.215599999995902,4488231.082299999892712,268504.977100000018254,4488231.307799999602139
268857.022400000016205,4488645.709999999962747,268856.291199999977835,4488646.400799999944866
268879.710599999991246,4488350.485600000247359,268879.177599999995437,4488350.987200000323355
268791.754000000015367,4488378.041400000452995,268791.100900000019465,4488378.655199999921024
268736.420900000026450,4488413.473500000312924,268735.769599999999627,4488414.084699999541044
268707.531299999973271,4488591.012299999594688,268707.085900000005495,4488591.430200000293553
268730.624100000015460,4488536.589999999850988,268730.203800000017509,4488536.984000000171363
268655.019700000004377,4488638.380400000140071,268654.818199999979697,4488638.569199999794364
268836.382800000021234,4488671.313299999572337,268835.886200000008103,4488671.777900000102818
268864.292299999971874,4488518.693799999542534,268864.036000000021886,4488518.933500000275671
268850.187700000009499,4488673.643400000408292,268849.507700000016484,4488674.277200000360608
268814.910700000007637,4488674.826899999752641,268814.255599999974947,4488675.436499999836087
268899.415900000021793,4488668.779299999587238,268898.632700000016484,4488669.507799999788404
268848.961599999980535,4488592.532700000330806,268848.276000000012573,4488593.169599999673665
268761.153799999970943,4488570.674599999561906,268760.591200000024401,4488571.194400000385940
268851.691999999980908,4488484.178700000047684,268851.102599999983795,4488484.723299999721348
268785.344600000011269,4488491.170699999667704,268784.783999999985099,4488491.687800000421703
268675.388700000010431,4488341.653400000184774,268675.020200000028126,4488341.992300000041723
268918.667900000000373,4488373.160600000061095,268917.979300000006333,4488373.793499999679625
268589.207200000004377,4488336.946200000122190,268588.637700000021141,4488337.468700000084937
268750.964700000011362,4488565.932400000281632,268750.313699999998789,4488566.529099999926984
268891.136899999983143,4488480.221599999815226,268890.432700000004843,4488480.866299999877810
268882.909700000018347,4488564.076399999670684,268881.948299999989104,4488564.956199999898672
268937.266599999973550,4488435.151300000026822,268936.605900000024121,4488435.755599999800324
268744.817500000004657,4488484.092299999669194,268744.492299999983516,4488484.387299999594688
268890.238699999987148,4488566.322999999858439,268889.325899999996182,4488567.148500000126660
268586.412399999971967,4488319.334200000390410,268585.951599999971222,4488319.750699999742210
268824.309100000013132,4488676.109000000171363,268823.637500000011642,4488676.713800000026822
268668.589099999982864,4488579.859600000083447,268668.236600000003818,4488580.176900000311434
268839.482100000022911,4488636.946499999612570,268838.774900000018533,4488637.582600000314415
268570.690000000002328,4488424.690299999900162,268570.285700000007637,4488425.053500000387430
268896.675700000021607,4488461.524600000120699,268895.809499999973923,4488462.302099999971688
268784.953900000022259,4488579.045599999837577,268784.284999999974389,4488579.645800000056624
268799.845499999995809,4488617.612399999983609,268799.104600000020582,4488618.272699999623001
268925.341799999994691,4488375.365199999883771,268924.800899999972899,4488375.847099999897182
268925.341699999989942,4488450.706600000150502,268924.965700000000652,4488451.041400000452995
268632.788000000000466,4488298.957600000314415,268632.330399999977089,4488299.363300000317395
268657.533600000024308,4488546.480200000107288,268656.840800000005402,4488547.092699999921024
268946.242499999993015,4488415.329599999822676,268945.836000000010245,4488415.688599999994040
268765.637199999997392,4488492.159900000318885,268764.591200000024401,4488493.075000000186265
268922.946500000020023,4488470.099700000137091,268922.273099999991246,4488470.688699999824166
268829.414700000023004,4488493.294099999591708,268828.734100000001490,4488493.888399999588728
268934.169099999999162,4488442.501299999654293,268933.432900000014342,4488443.139899999834597
268651.955499999981839,4488428.700899999588728,268651.637600000016391,4488428.976400000043213
268900.831000000005588,4488351.581899999640882,268900.299600000027567,4488352.042500000447035
268829.060799999977462,4488500.704499999992549,268828.755799999984447,4488500.968500000424683
268868.734899999981280,4488540.094200000166893,268867.980900000024121,4488540.746399999596179
268755.887300000002142,4488455.563599999994040,268755.088199999998324,4488456.253600000403821
268769.717500000027940,4488381.963700000196695,268768.954599999997299,4488382.621899999678135
268807.419200000003912,4488656.678299999795854,268806.818900000012945,4488657.195100000128150
268737.250799999979790,4488579.898599999956787,268736.835299999976996,4488580.256299999542534
268889.647100000001956,4488646.040900000371039,268888.771899999992456,4488646.793700000271201
268821.565200000011828,4488488.849899999797344,268820.938699999998789,4488489.388000000268221
268744.211599999980535,4488413.788599999621511,268743.760899999993853,4488414.175200000405312
268556.528700000024401,4488321.747999999672174,268555.996999999973923,4488322.203099999576807
268724.164700000023004,4488412.490100000053644,268723.454000000027008,4488413.097699999809265
268858.441400000010617,4488408.658699999563396,268857.907599999976810,4488409.113800000399351
268802.766000000003260,4488609.248999999836087,268801.977200000023004,4488609.913599999621511
268888.017200000002049,4488666.012099999934435,268887.262899999972433,4488666.640300000086427
268847.893099999986589,4488626.057000000029802,268847.289300000004005,4488626.559799999929965
268897.915500000002794,4488411.311900000087917,268897.103400000021793,4488411.988199999555945
268846.659299999999348,4488461.849299999885261,268845.703199999989010,4488462.644999999552965
268855.036199999973178,4488641.571800000034273,268854.294099999999162,4488642.188400000333786
268671.889099999971222,4488295.977800000458956,268671.702800000028219,4488296.132600000128150
268875.491299999994226,4488514.034799999557436,268874.988799999991897,4488514.451200000010431
268659.251199999998789,4488647.675300000235438,268659.100299999990966,4488647.799999999813735
268801.141500000027008,4488374.437099999748170,268800.676800000015646,4488374.820600000210106
268659.680400000012014,4488579.012699999846518,268659.462500000023283,4488579.191200000233948
268718.016799999983050,4488266.802400000393391,268717.535199999983888,4488267.196100000292063
268853.269599999999627,4488657.687199999578297,268852.809400000027381,4488658.060800000093877
268860.800899999972899,4488656.091900000348687,268860.355900000024121,4488656.449799999594688
268928.573199999984354,4488436.452499999664724,268927.932399999990594,4488436.967100000008941
268801.088300000003073,4488568.197300000116229,268800.482000000018161,4488568.682500000111759
268854.434799999988172,4488422.043800000101328,268853.799400000018068,4488422.552099999971688
268575.858499999972992,4488321.237300000153482,268575.403700000024401,4488321.601200000382960
268754.009499999985565,4488409.490199999883771,268753.717300000018440,4488409.723000000230968
268816.373599999991711,4488563.086600000038743,268815.729700000025332,4488563.598899999633431
268838.572800000023562,4488619.780799999833107,268838.081699999980628,4488620.170199999585748
268857.912499999976717,4488401.963600000366569,268857.489500000025146,4488402.298499999567866
268841.151100000017323,4488606.713600000366569,268840.393800000019837,4488607.311200000345707
